"2.2.2461.1","x^2 - x - 615","2461","1","[]"
"2.2.2469.1","x^2 - x - 617","2469","1","[]"
"2.2.2473.1","x^2 - x - 618","2473","1","[]"
"2.2.2476.1","x^2 - 619","2476","1","[]"
"2.2.2477.1","x^2 - x - 619","2477","1","[]"
"2.2.2481.1","x^2 - x - 620","2481","1","[]"
"2.2.2488.1","x^2 - 622","2488","1","[]"
"2.2.2489.1","x^2 - x - 622","2489","1","[]"
"2.2.2497.1","x^2 - x - 624","2497","1","[]"
"2.2.2513.1","x^2 - x - 628","2513","1","[]"
"2.2.2517.1","x^2 - x - 629","2517","1","[]"
"2.2.2521.1","x^2 - x - 630","2521","1","[]"
"2.2.2524.1","x^2 - 631","2524","1","[]"
"2.2.2537.1","x^2 - x - 634","2537","1","[]"
"2.2.2549.1","x^2 - x - 637","2549","1","[]"
"2.2.2569.1","x^2 - x - 642","2569","1","[]"
"2.2.2572.1","x^2 - 643","2572","1","[]"
"2.2.2573.1","x^2 - x - 643","2573","1","[]"
"2.2.2577.1","x^2 - x - 644","2577","1","[]"
"2.2.2588.1","x^2 - 647","2588","1","[]"
"2.2.2593.1","x^2 - x - 648","2593","1","[]"
"2.2.2609.1","x^2 - x - 652","2609","1","[]"
"2.2.2617.1","x^2 - x - 654","2617","1","[]"
"2.2.2621.1","x^2 - x - 655","2621","1","[]"
"2.2.2629.1","x^2 - x - 657","2629","1","[]"
"2.2.2633.1","x^2 - x - 658","2633","1","[]"
"2.2.2641.1","x^2 - x - 660","2641","1","[]"
"2.2.2648.1","x^2 - 662","2648","1","[]"
"2.2.2649.1","x^2 - x - 662","2649","1","[]"
"2.2.2653.1","x^2 - x - 663","2653","1","[]"
"2.2.2657.1","x^2 - x - 664","2657","1","[]"
"2.2.2661.1","x^2 - x - 665","2661","1","[]"
"2.2.2681.1","x^2 - x - 670","2681","1","[]"
"2.2.2689.1","x^2 - x - 672","2689","1","[]"
"2.2.2693.1","x^2 - x - 673","2693","1","[]"
"2.2.2721.1","x^2 - x - 680","2721","1","[]"
"2.2.2729.1","x^2 - x - 682","2729","1","[]"
"2.2.2732.1","x^2 - 683","2732","1","[]"
